date,period,decision_time,action,message_type,matched_app_time
2023-12-24,morning,2023-12-24 09:00:00,0,,2023-12-17 12:03:00
2023-12-24,evening,2023-12-24 12:00:00,0,,2023-12-17 12:03:00
2023-12-25,morning,2023-12-25 07:00:00,1,RP-52,2023-12-17 12:03:00
2023-12-25,evening,2023-12-25 12:00:00,0,,2023-12-17 12:03:00
2023-12-26,morning,2023-12-26 07:00:00,1,SR-44,2023-12-17 12:03:00
2023-12-26,evening,2023-12-26 12:00:00,0,,2023-12-17 12:03:00
2023-12-27,morning,2023-12-27 07:00:00,0,,2023-12-17 12:03:00
2023-12-27,evening,2023-12-27 12:00:00,1,FB-03,2023-12-17 12:03:00
2023-12-28,morning,2023-12-28 07:00:00,1,SR-43,2023-12-27 12:40:00
2023-12-28,evening,2023-12-28 12:00:00,0,,2023-12-27 12:40:00
2023-12-29,morning,2023-12-29 07:00:00,1,SR-34,2023-12-27 12:40:00
2023-12-29,evening,2023-12-29 12:00:00,0,,2023-12-27 12:40:00
2023-12-30,morning,2023-12-30 09:00:00,0,,2023-12-27 12:40:00
2023-12-30,evening,2023-12-30 12:00:00,0,,2023-12-27 12:40:00
2023-12-31,morning,2023-12-31 09:00:00,0,,2023-12-27 12:40:00
2023-12-31,evening,2023-12-31 12:00:00,0,,2023-12-27 12:40:00
2024-01-01,morning,2024-01-01 07:00:00,0,,2023-12-27 12:40:00
2024-01-01,evening,2024-01-01 12:00:00,0,,2023-12-27 12:40:00
2024-01-02,morning,2024-01-02 07:00:00,0,,2023-12-27 12:40:00
2024-01-02,evening,2024-01-02 12:00:00,0,,2023-12-27 12:40:00
2024-01-03,morning,2024-01-03 07:00:00,0,,2023-12-27 12:40:00
2024-01-03,evening,2024-01-03 12:00:00,1,SR-49,2023-12-27 12:40:00
2024-01-04,morning,2024-01-04 07:00:00,0,,2024-01-03 12:07:00
2024-01-04,evening,2024-01-04 12:00:00,0,,2024-01-03 12:07:00
2024-01-05,morning,2024-01-05 07:00:00,0,,2024-01-03 12:07:00
2024-01-05,evening,2024-01-05 12:00:00,0,,2024-01-03 12:07:00
2024-01-06,morning,2024-01-06 09:00:00,0,,2024-01-03 12:07:00
2024-01-06,evening,2024-01-06 12:00:00,0,,2024-01-03 12:07:00
2024-01-07,morning,2024-01-07 09:00:00,0,,2024-01-03 12:07:00
2024-01-07,evening,2024-01-07 12:00:00,0,,2024-01-03 12:07:00
2024-01-08,morning,2024-01-08 07:00:00,0,,2024-01-03 12:07:00
2024-01-08,evening,2024-01-08 12:00:00,1,FB-09,2024-01-03 12:07:00
2024-01-09,morning,2024-01-09 07:00:00,0,,2024-01-03 12:07:00
2024-01-09,evening,2024-01-09 12:00:00,1,SR-15,2024-01-03 12:07:00
2024-01-10,morning,2024-01-10 07:00:00,0,,2024-01-03 12:07:00
2024-01-10,evening,2024-01-10 12:00:00,0,,2024-01-03 12:07:00
2024-01-11,morning,2024-01-11 07:00:00,0,,2024-01-03 12:07:00
2024-01-11,evening,2024-01-11 12:00:00,1,RP-26,2024-01-03 12:07:00
2024-01-12,morning,2024-01-12 07:00:00,0,,2024-01-11 14:41:00
2024-01-12,evening,2024-01-12 12:00:00,0,,2024-01-11 14:41:00
2024-01-13,morning,2024-01-13 09:00:00,0,,2024-01-11 14:41:00
2024-01-13,evening,2024-01-13 12:00:00,1,RP-26,2024-01-11 14:41:00
2024-01-14,morning,2024-01-14 09:00:00,0,,2024-01-11 14:41:00
2024-01-14,evening,2024-01-14 12:00:00,0,,2024-01-11 14:41:00
2024-01-15,morning,2024-01-15 07:00:00,0,,2024-01-11 14:41:00
2024-01-15,evening,2024-01-15 12:00:00,1,SR-41,2024-01-11 14:41:00
2024-01-16,morning,2024-01-16 07:00:00,0,,2024-01-15 12:08:00
2024-01-16,evening,2024-01-16 12:00:00,0,,2024-01-15 12:08:00
2024-01-17,morning,2024-01-17 07:00:00,1,RP-20,2024-01-16 13:30:00
2024-01-17,evening,2024-01-17 12:00:00,0,,2024-01-16 13:30:00
2024-01-18,morning,2024-01-18 07:00:00,0,,2024-01-16 13:30:00
2024-01-18,evening,2024-01-18 12:00:00,0,,2024-01-16 13:30:00
2024-01-19,morning,2024-01-19 07:00:00,0,,2024-01-16 13:30:00
2024-01-19,evening,2024-01-19 12:00:00,0,,2024-01-16 13:30:00
2024-01-20,morning,2024-01-20 09:00:00,0,,2024-01-16 13:30:00
2024-01-20,evening,2024-01-20 12:00:00,1,FB-12,2024-01-16 13:30:00
2024-01-21,morning,2024-01-21 09:00:00,0,,2024-01-20 12:44:00
2024-01-21,evening,2024-01-21 12:00:00,0,,2024-01-20 12:44:00
2024-01-22,morning,2024-01-22 07:00:00,0,,2024-01-20 12:44:00
2024-01-22,evening,2024-01-22 12:00:00,0,,2024-01-20 12:44:00
2024-01-23,morning,2024-01-23 07:00:00,0,,2024-01-20 12:44:00
2024-01-23,evening,2024-01-23 12:00:00,1,FB-22,2024-01-20 12:44:00
2024-01-24,morning,2024-01-24 07:00:00,0,,2024-01-20 12:44:00
2024-01-24,evening,2024-01-24 12:00:00,0,,2024-01-20 12:44:00
2024-01-25,morning,2024-01-25 07:00:00,0,,2024-01-20 12:44:00
2024-01-25,evening,2024-01-25 12:00:00,0,,2024-01-20 12:44:00
2024-01-26,morning,2024-01-26 07:00:00,0,,2024-01-20 12:44:00
2024-01-26,evening,2024-01-26 12:00:00,0,,2024-01-20 12:44:00
